global_epoch_ids,program_names,graph_name,warnings,op_name,first_to_last_input,grid_size,operand,source/dest,pipe_type,required_kernel_bw,pipe_bw,percentage_of_difference
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_sqrt,0->0,"[1, 1]",input-0,norm_mha_0_var_plus_eps,input-op-pipe,2.14,0,-100
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_recip_s_brcst_m1_0_0.lc1,0->0,"[1, 1]",output,norm_mha_0_output,output-op-pipe,14.3,0.1,-99.3
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_sub,0->0,"[1, 1]",output,<norm_mha_0_sq><norm_mha_0_output>,output-op-pipe,16.11,0.3,-98.14
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.self.value.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,mha_0_value.bias,output-op-pipe,14.01,0.36,-97.43
[1],['run_fwd'],fwd_1_temporal_epoch_0,,norm_mha_0_bias,0->0,"[1, 1]",output,<ff_0_ff1><add_ff_0>,output-op-pipe,19.32,0.63,-96.74
[1],['run_fwd'],fwd_1_temporal_epoch_0,,ff_0_ff2.bias,0->0,"[1, 1]",output,add_ff_0,output-op-pipe,19.55,0.73,-96.27
[1],['run_fwd'],fwd_1_temporal_epoch_0,,norm_mha_0_bias,0->0,"[1, 1]",input-0,norm_mha_0_weights,input-op-pipe,19.32,0.79,-95.91097308488614
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.reciprocal_of_sqrt_of_head_size_1_s_brcst_m2_0_1.lc1,0->0,"[1, 1]",output,ff.reciprocal_of_sqrt_of_head_size_1_s_brcst_m1_0_2.lc1,output-op-pipe,9.07,0.44,-95.15
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,lc.input_tensor.mha_0_as_softmax.dc.reduce_sum.1.0_splt_brcst_1,0->0,"[1, 1]",output,mha_0_as_softmax.dc.reduce_sum.1.lc1,output-op-pipe,14.39,1.08,-92.49
[1],['run_fwd'],fwd_1_temporal_epoch_0,,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m1_0_2.lc1_splt_brcst_2,0->0,"[1, 1]",output,mha_0_as_div,output-op-pipe,25.12,2.18,-91.32
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,attention_mask_s_brcst_m2_1_1.lc1,0->0,"[1, 1]",output,mha_0_as_mask,output-op-pipe,23.26,2.07,-91.1
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,add_mha_0,0->0,"[1, 1]",output,<norm_mha_0_sub><norm_mha_0_mean.lc1>,output-op-pipe,16.26,1.72,-89.42
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m1_0_2.lc1,0->0,"[1, 1]",output,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m1_0_2.lc1_splt_brcst_2,output-op-pipe,9.19,0.98,-89.34
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_div,0->0,"[1, 1]",output,mha_0_as_mask,output-op-pipe,24.63,2.88,-88.31
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.intermediate.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,ff_0_ff1.bias,output-op-pipe,23.13,2.86,-87.64
[1],['run_fwd'],fwd_1_temporal_epoch_0,,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m1_0_2.lc1_splt_brcst_2,0->0,"[1, 1]",input-0,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m1_0_2.lc1,input-op-pipe,25.12,3.5,-86.06687898089173
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.self.query.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,mha_0_query.bias,output-op-pipe,12.9,1.83,-85.81
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.output.LayerNorm.weight_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,norm_mha_0_weights,output-op-pipe,12.55,1.82,-85.5
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.self.key.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,mha_0_key.bias,output-op-pipe,14.03,2.17,-84.53
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.output.LayerNorm.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,norm_mha_0_bias,output-op-pipe,12.88,2.2,-82.92
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_ac,0->0,"[1, 1]",output,mha_0_output,output-op-pipe,8.47,1.46,-82.76
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.attention.output.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,mha_0_output.bias,output-op-pipe,12.53,2.19,-82.52
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.output.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,ff_0_ff2.bias,output-op-pipe,12.57,2.31,-81.62
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_sub,0->0,"[1, 1]",input-1,norm_mha_0_mean.lc1,input-op-pipe,16.11,3.45,-78.58472998137803
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_softmax.dc.reduce_sum.1.lc1,0->0,"[1, 1]",input-0,mha_0_as_softmax.dc.exp.0,input-op-pipe,33.45,7.34,-78.05680119581466
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m1_0_2.lc1,0->0,"[1, 1]",input-0,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m2_0_1.lc1,input-op-pipe,9.19,2.2,-76.06093579978237
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_value,0->0,"[1, 1]",output,mha_0_value.bias,output-op-pipe,8.33,2.12,-74.55
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_output.bias,0->0,"[1, 1]",input-0,mha_0_output,input-op-pipe,19.41,5.21,-73.15816589386912
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_ac,0->0,"[1, 1]",input-0,mha_0_as_softmax.dc.multiply.3,input-op-pipe,33.9,9.66,-71.50442477876105
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_mask,0->0,"[1, 1]",output,mha_0_as_softmax.dc.exp.0,output-op-pipe,23.51,6.7,-71.5
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_mean.lc1,0->0,"[1, 1]",output,norm_mha_0_sub,output-op-pipe,6.66,2.17,-67.42
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_mask,0->0,"[1, 1]",input-0,mha_0_as_div,input-op-pipe,23.51,7.76,-66.99276903445343
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_softmax.dc.multiply.3,0->0,"[1, 1]",input-1,mha_0_as_softmax.dc.reciprocal.2,input-op-pipe,17.88,6.18,-65.43624161073825
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_softmax.dc.multiply.3,0->0,"[1, 1]",input-0,mha_0_as_softmax.dc.exp.0,input-op-pipe,17.88,6.2,-65.32438478747203
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,add_ff_0,0->0,"[1, 1]",output,<e2e_add_ff_0_0><norm_ff_0_mean.lc1>,output-queue/op-pipe,16.5,6.12,-62.91
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_mask,0->0,"[1, 1]",input-1,attention_mask_s_brcst_m2_1_1.lc1,input-op-pipe,23.51,8.92,-62.058698426201616
[1],['run_fwd'],fwd_1_temporal_epoch_0,,ff_0_ff2.bias,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.output.dense.bias_s_brcst_m2_0_0.lc1,input-op-pipe,19.55,7.5,-61.636828644501286
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_div,0->0,"[1, 1]",input-1,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m1_0_2.lc1_splt_brcst_2,input-op-pipe,24.63,9.46,-61.59155501421031
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_softmax.dc.reciprocal.2,0->0,"[1, 1]",output,mha_0_as_softmax.dc.multiply.3,output-op-pipe,2.23,0.88,-60.54
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_div,0->0,"[1, 1]",input-0,mha_0_as,input-op-pipe,24.63,9.78,-60.292326431181486
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_ff_0_mean.lc1,0->0,"[1, 1]",input-0,add_ff_0,input-op-pipe,27.06,10.82,-60.01478196600147
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,add_mha_0,0->0,"[1, 1]",input-1,mha_0_output.bias,input-op-pipe,16.26,7.02,-56.82656826568267
[1],['run_fwd'],fwd_1_temporal_epoch_0,,norm_mha_0_sq,0->0,"[1, 1]",input-1,norm_mha_0_sub,input-op-pipe,19.19,8.43,-56.070870244919234
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_output.bias,0->0,"[1, 1]",output,add_mha_0,output-op-pipe,19.41,8.57,-55.85
[1],['run_fwd'],fwd_1_temporal_epoch_0,,norm_mha_0_bias,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.attention.output.LayerNorm.bias_s_brcst_m2_0_0.lc1,input-op-pipe,19.32,8.64,-55.27950310559005
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_softmax.dc.multiply.3,0->0,"[1, 1]",output,mha_0_ac,output-op-pipe,17.88,8.24,-53.91
[1],['run_fwd'],fwd_1_temporal_epoch_0,,norm_mha_0_weights,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.attention.output.LayerNorm.weight_s_brcst_m2_0_0.lc1,input-op-pipe,20.89,10.14,-51.4600287218765
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_value.bias,0->0,"[1, 1]",output,mha_0_ac,output-op-pipe,16.12,7.86,-51.24
[1],['run_fwd'],fwd_1_temporal_epoch_0,,norm_mha_0_sq,0->0,"[1, 1]",input-0,norm_mha_0_sub,input-op-pipe,19.19,9.44,-50.807712350182385
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_output.bias,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.attention.output.dense.bias_s_brcst_m2_0_0.lc1,input-op-pipe,19.41,9.61,-50.48943843379702
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,attention_mask_s_brcst_m2_0_1.lc1,0->0,"[1, 1]",output,e2e_attention_mask_s_brcst_m2_0_1.lc1_0,output-queue-pipe,21.82,11.02,-49.5
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_as,0->0,"[1, 1]",output,mha_0_as_div,output-op-pipe,16.26,8.84,-45.63
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_softmax.dc.reduce_sum.1.lc1,0->0,"[1, 1]",input-1,lc.input_tensor.mha_0_as_softmax.dc.reduce_sum.1.0_splt_brcst_1,input-op-pipe,8.36,4.82,-42.3444976076555
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_key.bias,0->0,"[1, 1]",input-0,mha_0_key,input-op-pipe,11.09,6.62,-40.30658250676285
[1],['run_fwd'],fwd_1_temporal_epoch_0,,ff_0_ff1.bias,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.intermediate.dense.bias_s_brcst_m2_0_0.lc1,input-op-pipe,25.06,16.3,-34.95610534716679
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_key.bias,0->0,"[1, 1]",output,mha_0_as,output-op-pipe,11.09,7.39,-33.36
[1],['run_fwd'],fwd_1_temporal_epoch_0,,ff_0_ff2.bias,0->0,"[1, 1]",input-0,ff_0_ff2,input-op-pipe,19.55,14.43,-26.189258312020463
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_ac,0->0,"[1, 1]",input-1,mha_0_value.bias,input-op-pipe,8.47,6.37,-24.79338842975207
[1],['run_fwd'],fwd_1_temporal_epoch_0,,ff_0_ff1.bias,0->0,"[1, 1]",input-0,ff_0_ff1,input-op-pipe,25.06,21.59,-13.846767757382278
[1],['run_fwd'],fwd_1_temporal_epoch_0,,norm_mha_0_weights,0->0,"[1, 1]",input-0,norm_mha_0_output,input-op-pipe,20.89,18.56,-11.15366203925324
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_query.bias,0->0,"[1, 1]",input-0,mha_0_query,input-op-pipe,11.09,10.25,-7.574391343552748
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_query,0->0,"[1, 1]",output,mha_0_query.bias,output-op-pipe,8.74,8.08,-7.55
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_softmax.dc.reciprocal.2,0->0,"[1, 1]",input-0,mha_0_as_softmax.dc.reduce_sum.1.lc1,input-op-pipe,2.23,2.15,-3.587443946188344
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_query.bias,0->0,"[1, 1]",input-1,ff.bert.encoder.layer.0.attention.self.query.bias_s_brcst_m2_0_0.lc1,input-op-pipe,11.09,11.47,3.4265103697024415
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m2_0_1.lc1,0->0,"[1, 1]",output,ff.reciprocal_of_sqrt_of_head_size_0_s_brcst_m1_0_2.lc1,output-op-pipe,9.19,13.1,42.55
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.reciprocal_of_sqrt_of_head_size_1_s_brcst_m1_0_2.lc1,0->0,"[1, 1]",output,e2e_ff.reciprocal_of_sqrt_of_head_size_1_s_brcst_m1_0_2.lc1_0,output-queue-pipe,9.05,13.33,47.29
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff_0_ff1,0->0,"[1, 1]",output,ff_0_ff1.bias,output-op-pipe,7.58,14.53,91.69
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.attention.self.key.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,e2e_ff.bert.encoder.layer.1.attention.self.key.bias_s_brcst_m2_0_0.lc1_0,output-queue-pipe,13.71,29.5,115.17
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_var_plus_eps,0->0,"[1, 1]",output,norm_mha_0_sqrt,output-op-pipe,13.25,28.89,118.04
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.output.LayerNorm.weight_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,e2e_ff.bert.encoder.layer.1.output.LayerNorm.weight_s_brcst_m2_0_0.lc1_0,output-queue-pipe,13.48,29.4,118.1
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_as,0->0,"[1, 1]",input-1,mha_0_key.bias,input-op-pipe,4.06,8.94,120.19704433497537
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.output.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,e2e_ff.bert.encoder.layer.1.output.dense.bias_s_brcst_m2_0_0.lc1_0,output-queue-pipe,12.55,28.2,124.7
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.output.LayerNorm.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,e2e_ff.bert.encoder.layer.0.output.LayerNorm.bias_s_brcst_m2_0_0.lc1_0,output-queue-pipe,12.49,28.2,125.78
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.0.output.LayerNorm.weight_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,e2e_ff.bert.encoder.layer.0.output.LayerNorm.weight_s_brcst_m2_0_0.lc1_0,output-queue-pipe,12.08,27.73,129.55
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.attention.output.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,e2e_ff.bert.encoder.layer.1.attention.output.dense.bias_s_brcst_m2_0_0.lc1_0,output-queue-pipe,12.2,28.3,131.97
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.attention.output.LayerNorm.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,e2e_ff.bert.encoder.layer.1.attention.output.LayerNorm.bias_s_brcst_m2_0_0.lc1_0,output-queue-pipe,12.18,28.3,132.35
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.attention.output.LayerNorm.weight_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,e2e_ff.bert.encoder.layer.1.attention.output.LayerNorm.weight_s_brcst_m2_0_0.lc1_0,output-queue-pipe,12.11,28.2,132.87
[1],['run_fwd'],fwd_1_temporal_epoch_0,,ff0_gelu,0->0,"[1, 1]",input-0,ff_0_ff1.bias,input-op-pipe,7.39,18.43,149.39106901217863
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff_0_ff2,0->0,"[1, 1]",input-0,ff0_gelu,input-op-pipe,8.99,22.97,155.50611790878753
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff.bert.encoder.layer.1.intermediate.dense.bias_s_brcst_m2_0_0.lc1,0->0,"[1, 1]",output,e2e_ff.bert.encoder.layer.1.intermediate.dense.bias_s_brcst_m2_0_0.lc1_0,output-queue-pipe,23.54,89.22,279.01
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_softmax.dc.reduce_sum.1.lc1,0->0,"[1, 1]",output,mha_0_as_softmax.dc.reciprocal.2,output-op-pipe,8.36,32.15,284.57
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_var.lc1,0->0,"[1, 1]",output,norm_mha_0_var_plus_eps,output-op-pipe,6.62,27.92,321.75
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_ff_0_mean.lc1,0->0,"[1, 1]",output,e2e_norm_ff_0_mean.lc1_0,output-queue-pipe,6.76,28.69,324.41
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_output,0->0,"[1, 1]",output,norm_mha_0_weights,output-op-pipe,20.9,90.19,331.53
[1],['run_fwd'],fwd_1_temporal_epoch_0,,norm_mha_0_weights,0->0,"[1, 1]",output,norm_mha_0_bias,output-op-pipe,20.89,90.68,334.08
[1],['run_fwd'],fwd_1_temporal_epoch_0,,norm_mha_0_sq,0->0,"[1, 1]",output,norm_mha_0_var.lc1,output-op-pipe,19.19,88.75,362.48
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_softmax.dc.exp.0,0->0,"[1, 1]",output,<mha_0_as_softmax.dc.reduce_sum.1.lc1><mha_0_as_softmax.dc.multiply.3>,output-op-pipe,1.17,6.27,435.9
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_as_softmax.dc.exp.0,0->0,"[1, 1]",input-0,mha_0_as_mask,input-op-pipe,1.17,7.09,505.98290598290606
[1],['run_fwd'],fwd_1_temporal_epoch_0,,ff_0_ff1.bias,0->0,"[1, 1]",output,ff0_gelu,output-op-pipe,25.06,189.63,656.7
[1],['run_fwd'],fwd_1_temporal_epoch_0,,mha_0_query.bias,0->0,"[1, 1]",output,mha_0_as,output-op-pipe,11.09,90.93,719.93
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_output,0->0,"[1, 1]",output,mha_0_output.bias,output-op-pipe,8.8,89.22,913.86
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,mha_0_key,0->0,"[1, 1]",output,mha_0_key.bias,output-op-pipe,8.55,88.75,938.01
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_sqrt,0->0,"[1, 1]",output,norm_mha_0_recip,output-op-pipe,2.14,28.59,1235.98
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,norm_mha_0_recip,0->0,"[1, 1]",output,norm_mha_0_recip_s_brcst_m1_0_0.lc1,output-op-pipe,2.08,28.59,1274.52
[1],['run_fwd'],fwd_1_temporal_epoch_0,,ff0_gelu,0->0,"[1, 1]",output,ff_0_ff2,output-op-pipe,7.39,188.29,2447.9
[1],['run_fwd'],fwd_1_temporal_epoch_0,<< BW for some pipes not measured. >>,ff_0_ff2,0->0,"[1, 1]",output,ff_0_ff2.bias,output-op-pipe,2.25,88.51,3833.78
